,Okrug,Division,DivLatitude,DivLongitude,VenueId,VenueName,VenueLatitude,VenueLongitude,VenueCategory
26,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4d9db37f83f36ea82b6ebd94,Бараshка,55.7520546816837,37.586116790771484,Middle Eastern Restaurant
27,Central Administrative Okrug,Arbat,55.75111111111111,37.59,51e40aad498eb971121f8149,Хинкальная,55.74894331932772,37.58848028341597,Caucasian Restaurant
28,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4db6a6f5a86e8d2707af0c45,Библиотека Лосева,55.74977249961985,37.592471094899125,Library
29,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4ce7fc03fe90a35d6ebe3f0e,Каудаль,55.75180101444727,37.58330055559092,Wine Shop
30,Central Administrative Okrug,Arbat,55.75111111111111,37.59,50a60cc3498e38a311debf38,Тирольские пироги,55.748267637337214,37.592154039172634,Dessert Shop
31,Central Administrative Okrug,Arbat,55.75111111111111,37.59,57ebe675cd105909652e0eea,Скалка,55.750077,37.59068,Deli / Bodega
32,Central Administrative Okrug,Arbat,55.75111111111111,37.59,52b077fd498ed214741e8ff6,Центр Культурных Инноваций Дом Скрябина,55.750465953129606,37.589514384331,Concert Hall
33,Central Administrative Okrug,Arbat,55.75111111111111,37.59,56bf7077cd1041caebeb0691,Omelchenko Gallery,55.74956058391055,37.594793091576726,Art Gallery
34,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5867f8576f20d12f27a1717c,Surf Coffee,55.75247186224844,37.59739816188812,Coffee Shop
35,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4e395290d22dea80c52ee586,Мегафон,55.74900721850367,37.58987053566779,Mobile Phone Shop
36,Central Administrative Okrug,Arbat,55.75111111111111,37.59,51ab0287498eee8ab9d94b89,Sarasvati Place,55.751107350418216,37.596350125521184,Yoga Studio
37,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5a04b7c6acb00b52e4cd154d,Arbat Inn,55.749499,37.583678,Hotel
38,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4fcc973fe4b09e8af8e7a744,Ресторан Дома Актера,55.74911820158274,37.592155571233526,Restaurant
39,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5baf4dbcf2554e0039e9229f,Starbucks,55.74894788251753,37.58973640480269,Coffee Shop
40,Central Administrative Okrug,Arbat,55.75111111111111,37.59,580a442338fab1dc4a96978c,Лаборатория бега RunLab,55.7532285190947,37.58357621734882,Sporting Goods Shop
41,Central Administrative Okrug,Arbat,55.75111111111111,37.59,578fc137498e3395ff3dd096,Матч поинт,55.75211506087468,37.58693218231201,Sports Bar
42,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4f17d2484fc697fd6e2059f7,Saha Diamonds Бриллианты Якутии,55.75271271277249,37.59387961643385,Jewelry Store
43,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4b4dab8df964a52084d526e3,Starbucks,55.75097575728379,37.596059499122426,Coffee Shop
44,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5f3e35bdfc157f789aa6539b,Uniqlo,55.75222487528873,37.595558166503906,Clothing Store
45,Central Administrative Okrug,Arbat,55.75111111111111,37.59,55196ef9498eeca2fd5938f3,Вареничная № 1,55.7521560998027,37.59105205535889,Varenyky restaurant
46,Central Administrative Okrug,Arbat,55.75111111111111,37.59,503fa4dbe4b0f8feec0961ac,Girl&Sole - running club,55.75110335128136,37.59606822603531,Sports Club
47,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4ea69e080aaffdca535c7cd2,Фонтан «Принцесса Турандот»,55.749775,37.592079,Fountain
48,Central Administrative Okrug,Arbat,55.75111111111111,37.59,51701a61e4b0e29cf503ea05,INDEX,55.749345088387855,37.59334215118849,Boutique
49,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4e68e8d01f6eb06ee8807f01,Nike,55.75086440532878,37.596179215938605,Sporting Goods Shop
50,Central Administrative Okrug,Arbat,55.75111111111111,37.59,56bba521498ec3aa8aad72da,Project 6/2 (Проект 6/2),55.75181546954281,37.59761413526368,Hookah Bar
51,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4f659b4de4b03c270ae13336,Сквер Бунина,55.754912181770074,37.5915533500083,Park
52,Central Administrative Okrug,Arbat,55.75111111111111,37.59,55124500498e28c72beeac13,Le Pain Quotidien (Хлеб Насущный),55.751741,37.597522,Bakery
53,Central Administrative Okrug,Arbat,55.75111111111111,37.59,511635e6e4b02a04b4357468,EXPRESS-Fit,55.74905443415663,37.58518656171934,Gym / Fitness Center
54,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4e98381677c8d1cccb9f3cfa,Артэ,55.75067976124009,37.58478154326954,Arts & Crafts Store
55,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4df60e5952b100c2d802d341,Fitness Club,55.750127568922466,37.58364246697691,Gym / Fitness Center
56,Central Administrative Okrug,Arbat,55.75111111111111,37.59,56bb9f66498ea9e60a30c048,Be Yoga,55.751716556487054,37.597382068634026,Yoga Studio
57,Central Administrative Okrug,Arbat,55.75111111111111,37.59,52400d2611d2ee1523fd268b,Apnea-Yoga Studio,55.75142214677209,37.596934763424215,Yoga Studio
58,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5139ce08e4b05a27e3ba0efc,Вареничная № 1,55.750062798275565,37.593279406391375,Varenyky restaurant
59,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4f76f979e4b0c8b497958ea3,Kryolan,55.75051324929811,37.584707827476024,Cosmetics Shop
60,Central Administrative Okrug,Arbat,55.75111111111111,37.59,52d78773498ed1fa31736471,Чайная Te Guanin,55.75221711740189,37.59505714830134,Tea Room
61,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4ff5c39ad63e98a68036a3d5,Lemongrass House,55.7505259759049,37.59345657290131,Cosmetics Shop
62,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4b7757e8f964a5209b932ee3,Hard Rock Cafe,55.748093,37.586527,American Restaurant
63,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4d8dc0451716a143fb3920f7,Мосцветторг,55.75116051522243,37.597615763357375,Flower Shop
64,Central Administrative Okrug,Arbat,55.75111111111111,37.59,59c7b223be70784687575a0c,Modi,55.750356752944086,37.59461715502147,Gift Shop
65,Central Administrative Okrug,Arbat,55.75111111111111,37.59,534b8c8111d286a990a9d603,Руккола,55.75078848965082,37.596110701560974,Italian Restaurant
66,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4d5ecab01ee8721eaba39621,The Lounge Bar,55.750109635465655,37.58362308436603,Hotel Bar
67,Central Administrative Okrug,Arbat,55.75111111111111,37.59,50915171e4b019e9fb9cc9ee,Лодка,55.75118307611514,37.583491045350854,Asian Restaurant
68,Central Administrative Okrug,Arbat,55.75111111111111,37.59,560ca9d6498e4f7e6f0ef69c,Eric The Red / Эрик Рыжий (Эрик Рыжий),55.7486214299773,37.58849612035519,Gastropub
69,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4dce8f951f6eb122707d0617,Дом-музей Марины Цветаевой,55.754204689348384,37.590097188949585,Museum
70,Central Administrative Okrug,Arbat,55.75111111111111,37.59,55c2554d498eb419de1d130a,Jeffrey's Coffee,55.74968787241239,37.59453101831687,Coffee Shop
71,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4bae2d17f964a520ec8d3be3,Босфор / Bosfor,55.74796703699772,37.587879460626986,Turkish Restaurant
72,Central Administrative Okrug,Arbat,55.75111111111111,37.59,592f03c50d173f152a665abf,Домашняя Снедь,55.748962,37.58903,Café
73,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4daf00298154d1d488723009,Open Gallery,55.75398164738717,37.58745188191176,Art Gallery
74,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4be7e2029a54a59306440911,Азбука вкуса,55.751328496616374,37.583721472651455,Gourmet Shop
75,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5620ee4a498ef0a4948235ee,Double B Coffee & Tea,55.75127578174095,37.596451342105865,Coffee Shop
76,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4c1ca1ee63750f475dd7b667,re:Store,55.75137,37.58438,Electronics Store
77,Central Administrative Okrug,Arbat,55.75111111111111,37.59,56c87274cd10c7b2ec5b57f4,Школа красоты NIKK MOLE,55.75193996096333,37.597306966781616,Health & Beauty Service
78,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5163f503e4b0688f840bfa85,Happy Vegan Shop,55.74751527790223,37.594709271414,Health Food Store
79,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4cc47ebb01fb236ace43acba,Спортклуб «На Арбате»,55.74686835383873,37.58740082373866,Dance Studio
80,Central Administrative Okrug,Arbat,55.75111111111111,37.59,58de3197a4367c31f20903af,Китайские новости,55.75218881218546,37.59060761745962,Chinese Restaurant
81,Central Administrative Okrug,Arbat,55.75111111111111,37.59,56c896b1cd10365e09d327d3,Проточный,55.75030082749006,37.58250149309707,Pub
82,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4e805b46d22d4465324b9e48,Малый зал РАМ им. Гнесиных,55.75466876775585,37.593593320029846,Concert Hall
83,Central Administrative Okrug,Arbat,55.75111111111111,37.59,576c483a498e2794bb80fd8b,Hendrix Bar,55.7520860034007,37.591845989227295,Bar
84,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4da71b360cb66f6587134890,Школа Танцев Fiesta Latina,55.75097270712565,37.59765048572101,Dance Studio
85,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5332d98611d2430977fe5d8c,ThaiSpaRelax,55.75086296204003,37.59732868639771,Spa
86,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4e97c23129c239fa282aa007,Casa Кофе,55.74915378626041,37.58292123958564,Coffee Shop
87,Central Administrative Okrug,Arbat,55.75111111111111,37.59,50eece5fe4b0bdf51a76a70e,Дом-музей А. И. Герцена,55.74731343024844,37.59188670235382,History Museum
88,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4bfcb400bf6576b05b4aacb8,Le Pain Quotidien (Хлеб насущный),55.751675,37.582619,Bakery
89,Central Administrative Okrug,Arbat,55.75111111111111,37.59,592076e6c9f9074efb31381d,Хачапуридзе,55.753182,37.589175,Caucasian Restaurant
90,Central Administrative Okrug,Arbat,55.75111111111111,37.59,51418bb5e4b0dd075ec462ec,All4,55.74763393574955,37.59223512275256,Electronics Store
91,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4d0cb6a9f393224b4adc17ee,Государственный Литературный Музей,55.75482457792899,37.58681630949398,Art Museum
92,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5230476b11d216810ed7c156,Волконский,55.752745560528815,37.589035825730555,Bakery
93,Central Administrative Okrug,Arbat,55.75111111111111,37.59,4ea3f1dc722ec75adeed67b7,Bambusta,55.750698342928494,37.59721499816948,Flower Shop
94,Central Administrative Okrug,Arbat,55.75111111111111,37.59,52f68344498e969eb8d3b90c,Smoke77,55.74749040186155,37.58664473911249,Hookah Bar
95,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5b7abcaa95a722002bb642b1,Taksim,55.75224036736173,37.5919713334882,Turkish Restaurant
96,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5915d25410345b135374a9d7,Ulysses Pub,55.74755278655086,37.58829457322047,Irish Pub
97,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5728e559498ec595bf8e93ab,Retro Moscow Hotel,55.754496573742635,37.58681389147779,Hostel
98,Central Administrative Okrug,Arbat,55.75111111111111,37.59,564c5c6a498ee3aac32a271b,BB & Burgers,55.752141,37.590713,Burger Joint
99,Central Administrative Okrug,Arbat,55.75111111111111,37.59,5dee2e2b37aaa9000818e066,Rossini,55.754318,37.594612,Italian Restaurant
100,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,4ee8cd548231d71b3a2da792,Московский драматический театр «Сопричастность»,55.764008132176244,37.67256859939098,Theater
101,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,4e74b87fd4c09344718c3ac2,Репетиционная База Т-34. Бар. Звукозапись.,55.76822526021964,37.669577879084976,Recording Studio
102,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,519a1686498eaf43fe88786d,Усадьба Н.Е. Струйского,55.76528474726217,37.67062362592059,Historic Site
103,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,4ec662f26c251306ca146bff,Flamenqueria (Фламенкерия),55.76828389065635,37.672771161156156,Dance Studio
104,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,55696e77498e618f7d2ed15a,РИПА Буддийский Центр,55.76839138075269,37.67646649037195,Public Art
105,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,4dda474e2271c5d36d7df6a1,Городская усадьба А.К. Разумовского,55.76353966654619,37.66901257333108,Park
106,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,4db2a5456a23c6f1b06009c1,Sundrums. Школа Африканских Барабанов.,55.76621305457262,37.664321584672024,Arts & Entertainment
107,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,56bde471498e26bc6c7ad68b,"Квесты в реальности от ""Пятница 13-е""",55.76619293624359,37.67658233642578,Escape Room
108,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,5a007aaf7dc9e10d5ed2f6cf,Ляг Спиной,55.764252,37.664372,Massage Studio
109,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,5065d781e4b00ea32429723b,Ganesha Records (RU) - Digital Music Label,55.76671167010506,37.664371007605645,Music Venue
110,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,4ea588ba29c2abc8e01312eb,ФГБУ ФЦПСР спортивно–оздоровительный комплекс,55.76097847936539,37.66871563835812,Gym
111,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,4f3f5f7ae4b0c78cf90a0086,НОУ «Центр»,55.76888632112849,37.6727686366523,Gun Range
112,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,551ec1e8498e51f9cac005b2,Hardfoxez,55.769317906362936,37.671836717649,Gym / Fitness Center
113,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,4bf7d3e3d4cdb713d6a384fe,Азбука вкуса,55.76833324562571,37.66745259446576,Supermarket
114,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,519d1d83454a91e61fd4b358,Дом-музей В. Л. Пушкина,55.769054,37.668974,History Museum
115,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,510265a3e4b0451f4bb3744e,Coordi,55.76901687008599,37.66851080595757,Gift Shop
116,Central Administrative Okrug,Basmanny,55.76494722222222,37.67158333333333,4be2e7f8b02ec9b6fbf64dc0,Стадион «Сокол»,55.76077246928155,37.67434000968933,Soccer Field
117,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,4be96e38947820a10dfab5db,Усачёвский рынок,55.727374,37.567698,Market
118,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,5950e95f0d8a0f143326c4e5,Pinzeria by Bontempi,55.72760421068943,37.56751427401065,Pizza Place
119,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,5eea6320376fb40007cbef84,Unico,55.72692,37.568142,Wine Bar
120,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,546729d7498e6755a12de75e,Yoga Room,55.727100025949824,37.57656604055529,Yoga Studio
121,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,58e8b664f595727630b20404,Coffeemania (Кофемания),55.727374,37.567698,Coffee Shop
122,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,5932b8d03b4e0033ee285a0d,Кафе о Ле / Café au Lait,55.72881751552971,37.569490295132404,Café
123,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,517675ca498e08069f6e45f4,Sultanna Frantsuzova,55.72743939990527,37.56976079120568,Women's Store
124,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,585eb71b03e29a1f5005e9d8,Cosmoryba,55.7275870255001,37.56757471280047,Sushi Restaurant
125,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,55942f7e498edd607f6083ef,MØS,55.72718135915466,37.57607996463775,Scandinavian Restaurant
126,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,4c5f4ce713791b8ddd334daf,Спортзал «Камелот»,55.72514094253166,37.57719425937956,Gym / Fitness Center
127,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,4cd980b42a87a143aa0ab309,Усачёвские бани,55.72879501713657,37.57193862145206,Bath House
128,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,575d880e498eeb3ab8beb90c,Избенка - ВкусВилл,55.72264560905557,37.575497934856905,Health Food Store
129,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,578f32b8498e9a897be333e5,Archie,55.721829085877,37.57250053559874,English Restaurant
130,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,5b410e760dd31f00243b99fc,Сыроварня,55.7276672993979,37.56734090405883,Restaurant
131,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,51442e98e4b088750b8558fd,Thai Inn,55.72601892074736,37.57894925271816,Spa
132,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,4ebfaae3f790741160bc4cd6,Азбука Вкуса Энотека,55.723888310785384,37.57705674898211,Wine Shop
133,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,4ba80ff6f964a52003ca39e3,Азбука вкуса,55.72451920647517,37.577576637268066,Gourmet Shop
134,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,586d53052bc5e206e476c408,Дон-спорт Хамовники,55.72965176328426,37.57079052609606,Gym / Fitness Center
135,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,4f802416e4b0cd6f6159079a,Избенка,55.722583781628295,37.575662485473586,Health Food Store
136,Central Administrative Okrug,Khamovniki,55.72611111111112,37.57111111111112,50202c6de4b0243632af3fde,Парк у м. Спортивная,55.7237222401574,37.56538952713321,Park
137,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,4feacc1e1648294be01d7429,Мегафон,55.7769022192115,37.65846859063129,Mobile Phone Shop
138,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,51ea0678498ef79bc3740d7d,Цветы от Мачелюка,55.779237326698855,37.65115661202617,Flower Shop
139,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,4c38887edfb0e21eb5aeaea8,Центральный дом культуры железнодорожников (ЦДКЖ),55.77603786395952,37.65847945841607,Theater
140,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,58d162a23ef0f66daa91b070,Kafin,55.77824313888107,37.654881914490744,Bakery
141,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,5af099455455b2002cf40b8a,Ракета,55.776863365719926,37.65483278909507,Burger Joint
142,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,523898da11d23729580ce138,Тай Рай,55.776386533927884,37.661357176089616,Spa
143,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,5a7caa5535811b77689c86dc,One & Double,55.77819068702381,37.654881603530825,Coffee Shop
144,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,547c7eff498e8c33726e4ef4,Театрально-концертный зал ЦДКЖ,55.77549793713913,37.65809440395947,Concert Hall
145,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,5c2ce3bfa87921002c84b38e,Вареничная №1,55.774982,37.65678,Varenyky restaurant
146,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,5afbf804a92d98002c105957,Burger King,55.775228418813505,37.657389846590924,Fast Food Restaurant
147,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,4ffd8140e4b09e05b2af911e,Латинский квартал,55.775317899805835,37.658729553222656,Dance Studio
148,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,58d2b862f66b285e41d2a49f,Фитнес Практика,55.77763898206238,37.648763507129175,Gym / Fitness Center
149,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,53aa61de498e637e75311ca7,Кафетеррия,55.77752054132149,37.649289454848756,Café
150,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,522602e411d27714ae15546d,Леонардо,55.77584330046622,37.65993462698748,Hobby Shop
151,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,509cea0ae4b0b72b98200699,Sephora,55.77593584,37.66043652,Cosmetics Shop
152,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,4ebfeeb99911a2ec5c096368,Bolero flamenco studio,55.7824485908247,37.660531997680664,Dance Studio
153,Central Administrative Okrug,Krasnoselsky,55.77861111111111,37.65638888888888,4ef56b8fa69dea74f912970f,Поезд №016 Москва – Архангельск,55.781043729030536,37.656335801169774,Train
154,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,53232cfc498e183bd05cff1e,Дом Мусье Лё Кальяна,55.773248072241906,37.62450993061066,Hookah Bar
155,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,4e8f2f2eb63456ab94eb3e40,Хинкальная на Щепкина,55.777703286072544,37.628848549589705,Dumpling Restaurant
156,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,5bacca321cf2e1002ca29434,Today Coffee,55.773897,37.626972,Coffee Shop
157,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,592a9d3e0d8a0f2067c5c328,Лепим и варим,55.777452567175224,37.63278953788563,Pelmeni House
158,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,5828adb5d02c064325d5a9ab,Jerusalembazar & Flowerslovers,55.77487161614122,37.63203853190143,Jewelry Store
159,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,4c013f41d715c92856c5fce3,Чайхана,55.77838303783118,37.62878038541296,Middle Eastern Restaurant
160,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,524bcc7a498eb5d2711f1d27,Новый Театр Табакова,55.77345136483147,37.63060598152263,Theater
161,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,4f1edfcde4b023ba72580918,Китайские продукты,55.77467581217409,37.63218001806724,Gourmet Shop
162,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,4c0639a291d776b02a7bf8f9,Дом-музей В. М. Васнецова,55.77672627579261,37.626081705093384,Art Museum
163,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,56e8149f498e7c41a37afb27,Хачапури,55.7777012804671,37.63327770154898,Caucasian Restaurant
164,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,5b31f777724750002ca61382,Зелёный лис,55.77301303410699,37.628200072164255,Vegetarian / Vegan Restaurant
165,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,4fe8b35fe4b043cb4c6e71ca,"3,14 Проект",55.77175139250154,37.62551119873437,Boutique
166,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,538486b7498eefac4572dd18,Русская песня,55.77848382385872,37.623032905378324,Theater
167,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,56b9fd1f38fa17b42074f29c,Coffee & Milk (to go),55.77727906735801,37.63316259250334,Coffee Shop
168,Central Administrative Okrug,Meshchansky,55.77583333333333,37.6275,54ae8368498e4cfa4fa2ed75,Сухарева башня,55.77394193034925,37.63219117627118,Gaming Cafe
